,기업명,업종분류,사원수,설립연도,기업형태,매출액,주소,직무,자격요건,직급,이용하는기술스택/우대사항,해당 페이지 URL,기업 홈페이지 URL,수요
1193,패스트뷰,시스템 소프트웨어 개발 및 공급업,4.0,2018.0,중소기업,1853747.0,서울특별시 강남구,DevOps / 시스템 관리자,"인프라,인프라설계,최소3년이상,워드,워드프레스,프레스,기반웹서비스,운영경험보유자,스크립트,스크립트코딩역량보유,AWS,bitnami,php,Shellscript,Python",3,"구축,플랫폼,문제점,AWS,CloudWatch,Datadog,Observability,Cloud Formation Terraform,IaC",https://www.wanted.co.kr/wd/181952,www.fastviewkorea.com,
1194,클러스터지원그룹,기타 통신 판매업,48.0,2022.0,중소기업,519575.0,경기도 군포시 당동,DevOps / 시스템 관리자,"전산,전산관련학과졸업,공인자격증보유자,자격증,AWS",0,"클라우드,적성,중급,지식,리눅스,개념,명령어,해킹,방어,방어기술,보안,기초,AWS,AWS,VPC,CI,CD,EC,ELB,RDS,WAF,Route,Cloudfront",https://www.wanted.co.kr/wd/182723,www.icoop.or.kr,
1195,무신사,전자상거래 소매업,1354.0,2012.0,중견기업,64516211.0,서울특별시 성동구,DevOps / 시스템 관리자,"인프라,인프라시스템운영경험,개발언어사용,네트워크,Java,Go,Python,Node,js,SiteReliabilityEngineering,LinuxOS",7,"금융클라우드,클라우드,인프라,알람,구축,사이클,튜닝,네트워크,전문적,지식,AWS,Kubernetes,CI,CD,Logging,Backup,Monitoring,Linux Kernel",https://www.wanted.co.kr/wd/180271,www.musinsa.com,
1196,하이브,오디오물 출판 및 원판 녹음업,743.0,2005.0,중견기업,177615395.0,서울특별시 용산구,DevOps / 시스템 관리자,"학사이상,전공무관,공무,3년이상관련,업무경험자,이해능력,대기업,인프라,인프라운영경험,지표관리,관리,주요서버성능,성능,분석,슈팅,트러블,슈팅경험,논리적,논리적분석력,분석력,예견,기회,예측,리스크,주도성,이슈,이슈해결,효과적,설명,설득,커뮤니케이션스킬,니즈,상대방,고객지향성,지향성,계약,계약직,대체채용,ServiceDesk,ITILProcess,CS,IT",3,"자격요건,그룹,그룹사,유형,자산,자산관리,컴퓨터공학,자격증,오픈소스,스크립트,활용능력,능력,2013,백업,클라우드,인프라,인프라운영,플리케이션,네트워크,방화벽,보안,보안장비,기획,IT,Certificate,MS Solution,AD,Exchange,Lync,Version,Office,SaaS,Google Workspace,Jira,Storage,IDC,Windows,Linux,OS,VPN",https://www.wanted.co.kr/wd/204778,www.hybecorp.com,
1197,큐픽스,컴퓨터 프로그래밍 서비스업,59.0,2015.0,중소기업,280419.0,경기도 성남시 분당구,DevOps / 시스템 관리자,"네트워크,컴퓨터시스템관련,전공학사학위,학위,3년이상유관,분야경력자,실력보유자,클라우드,클라우드서비스,AmazonWebServices,GoogleCloud,andMicrosoftAzure,Public,Linux",3,"클라우드,자격증,웹,웹서비스,구축,영어,커뮤니케이션,서버,엔지니어,Amazon Web Services,Google Cloud,and Microsoft Azure,Terraform,IaC,OpenStack,Shell Script,Python,IDC",https://www.wanted.co.kr/wd/207854,www.cupix.com,
1198,원더무브,응용 소프트웨어 개발 및 공급업,,2020.0,,160580.0,서울특별시 서초구,DevOps / 시스템 관리자,"쿠버,티스,시스템엔지니어경력1,엔지니어,네트워크,인프라,인프라설계,시스템모니터링,깅,알람,알람구축,관리,자동화,스크립트,스크립트작성,기술문서화,문서화,개발언어,영어커뮤니케이션가능,or,Setup",1,"프로그래밍,출장,출장가능자,4주,프로젝트,Cloud,GCP,AWS,Azure,RESTful API,CNCF",https://www.wanted.co.kr/wd/207756,wondermove.net,
1199,지니언스,시스템 소프트웨어 개발 및 공급업,,2005.0,,3781195.0,경기도 안양시 동안구,DevOps / 시스템 관리자,"자바,C,Linux",3,"컨테이너,구축,CI,CD,DevOps,MySQL,ELK,Kubernetes,AWS,Cloud",https://www.wanted.co.kr/wd/207709,www.genians.co.kr,
1200,지니언스,시스템 소프트웨어 개발 및 공급업,,2005.0,,3781195.0,경기도 안양시 동안구,DevOps / 시스템 관리자,"테스팅경력,스팅,자동화,자동화경험2년,테스트개발,설계가능,자동화도구,Java,Selenium",2,"파이프라인,개발환경,운영환경,CI,CD",https://www.wanted.co.kr/wd/207712,www.genians.co.kr,
1201,지니언스,시스템 소프트웨어 개발 및 공급업,,2005.0,,3781195.0,경기도 안양시 동안구,DevOps / 시스템 관리자,"자바,관련개발경험,C,AWS,Cloud,Linux",0,"컨테이너,구축,CI,CD,DevOps,MySQL,ELK,Kubernetes",https://www.wanted.co.kr/wd/207700,www.genians.co.kr,
1202,솔로몬텍,시스템 소프트웨어 개발 및 공급업,510.0,2012.0,중소기업,5483127.0,서울특별시 영등포구,DevOps / 시스템 관리자,"프로젝트,플랫폼,현업,운영조직,플랫폼개발경험,Salesforce,in,house,Salesforce,Salesforce",3,"백엔드,엔드,프론트,프론트엔드,프로젝트,영어,능통,능통자,통자,소통,Java Spring,JavaScript,SI,Salesforce Certification",https://www.wanted.co.kr/wd/178239,www.solomontech.net,
1203,크래프톤,유선 온라인 게임 소프트웨어 개발 및 공급업,1766.0,2007.0,중견기업,176777581.0,서울특별시 강남구,DevOps / 시스템 관리자,"클라우드,클라우드환경사용경험,게임,게임개발,인증서,기본적인인프라구성,인프라,요소이해,1년이상사용,AWS,Azure,GCP,public,Process,Networking,DNS,TLS,PowerShell,Python",3,"영어,메신저,이기,기종,인프라,횽,유지보수,지식,입사지원서,포트폴리오,Windows,Ubuntu,Infrastructure as code,Cloud,On,prem,terrafrom,AzureRM template,AWS cloudformation,Google Deployment manager,Coding,Python,Java,Data,SQL",https://www.wanted.co.kr/wd/174977,www.krafton.com,
1204,어크로스비,시스템 소프트웨어 개발 및 공급업,,2020.0,,669236.0,서울특별시 서초구,DevOps / 시스템 관리자,"클라우드,클라우드환경,인프라,인프라구축,리눅스,네트워크,컨테이너환경,서비스운영경험,자동화,스크립트,스크립트작성능력,AWS,IaC",1,"배포,AWS,Terraform,Terragrunt,Github Actions,Datadog,Canary,blue,green",https://www.wanted.co.kr/wd/130809,www.acrossb.net,
1205,패스트뷰,시스템 소프트웨어 개발 및 공급업,4.0,2018.0,중소기업,1853747.0,서울특별시 강남구,DevOps / 시스템 관리자,"인프라,인프라설계,최소3년이상,워드,워드프레스,프레스,기반웹서비스,운영경험보유자,스크립트,스크립트코딩역량보유,AWS,bitnami,php,Shellscript,Python",3,"구축,플랫폼,문제점,AWS,CloudWatch,Datadog,Observability,Cloud Formation Terraform,IaC",https://www.wanted.co.kr/wd/172482,www.fastviewkorea.com,
1206,에드워드코리아,기체 펌프 및 압축기 제조업,1441.0,1992.0,중견기업,102365598.0,충청남도 천안시 서북구,DevOps / 시스템 관리자,"사원,팀원급,2년미만,기타필수사항,관련전공자,영어가능자,영어능통,능통,IT,TOEIC,OPICIH,TOEICSpeakingTest",0,"해당직무,인턴,인턴경력,바경험,통계,통계분석능숙자,분석,숙자,컴퓨터활용능력,능력",https://www.wanted.co.kr/wd/134800,www.edwardsvacuum.com,
1207,스탬퍼,시스템 소프트웨어 개발 및 공급업,,2018.0,,431440.0,서울특별시 강남구,DevOps / 시스템 관리자,경력1년,1,"시스템공학,전공자,블록,블록체인,체인,노드,영어,의사소통,Tendermint",https://www.wanted.co.kr/wd/139036,stamper.network/,
1208,인포그랩,시스템 소프트웨어 개발 및 공급업,,2020.0,,186679.0,경기도 성남시 분당구,DevOps / 시스템 관리자,"협업방식,소프트웨어,소프트웨어개발관행,기초지식,관련경험,엔지니어,엔지니어링,퍼블릭,퍼블릭스피치,스피치,유투브컨텐츠제작,투브,컨텐츠,DevOps,DevOps",5,"백엔드,엔드,보안,쿠버,티스,솔루션,자격증,로그,유투",https://www.wanted.co.kr/wd/138512,insight.infograb.net,
1209,인포그랩,시스템 소프트웨어 개발 및 공급업,,2020.0,,186679.0,경기도 성남시 분당구,DevOps / 시스템 관리자,"자동화,파이프,파이프라인,퍼블릭,프라이빗,클라우드,클라우드환경,서비스구성,CI,CD,Docker,Kubernetes",1,"소프트웨어,쿠버,티스,솔루션,자격증,로그,유튜브",https://www.wanted.co.kr/wd/108741,insight.infograb.net,
1210,퓨리오사에이아이,시스템 소프트웨어 개발 및 공급업,,2017.0,,30992.0,서울특별시 강남구,DevOps / 시스템 관리자,"유닛,유닛테스트,통합테스트작성경험,리눅스,유닉스,계열운영체제,명령어,명령어사용,워크플,통합프로세스,클라우드,언어사용경험,Git,CI,CD,AWS,GCP,Azure,Kubernetes,Python,Groovy",2,"프로메테우스,우스,메트릭,수집,모니터링,모듈,패키지,처리,파이프라인,구축,모델,서빙,RPM,dpkg,Rust,Go,ML",https://www.wanted.co.kr/wd/76097,www.furiosa.ai,
1211,어베어,응용 소프트웨어 개발 및 공급업,,2021.0,,120736.0,서울특별시 강남구,DevOps / 시스템 관리자,"백엔드실무경험,서비스운영경험,이해수준,데이터베이스,트래픽,안정적,논리적,비판적,비판적사고,사고,개발문서,기술디자인,디자인,능동적,Kotlin,Java,Spring,Python,AWS,RDBMS,NoSQL,API,TechnicalWriting,Language,Kotlin,Java,Python,Framework,Spring,Django,Data,MySQL,CI,CD,Jenkins,Infra,AWS,EB,ECS,S,ElasticCache,SQS,WAF",3,"성장,스케일,스케일업,대용량,데이터,배치,젠,젠킨스,킨스,깃헙,액션,파이프라인,구축,트래픽,성능,Microservices,Kubernetes,CI,CD,Cache,MQ,NoSQL",https://www.wanted.co.kr/wd/139067,windly.cc,
1212,플루언트,사회복지 상담서비스 제공업,2.0,2021.0,중소기업,1800.0,서울특별시 강남구,DevOps / 시스템 관리자,"웹애플리케이션개발,애플리케이션,클라우드,클라우드환경,이해보유,도전,비판적,비판적사고,사고,공유,원칙,AWS,GCP",3,"테스트코드,필요성,망설임,트래픽,처리,확장,데이터,아키텍처,프레임웍,웍,대용량,분산,분산처리,제작,배포,자동화,비동기,동기,메시지,영어,회화,JAVA,Spring,Spring Boot,Web Application,NoSQL,Redis,MariaDB,Redis,Kafka,React,Vue,js,Node,js,CI,CD,MQ,Kafka,AWS SQS,MSA",https://www.wanted.co.kr/wd/206313,fluentt.ai,
1213,프리윌린,유선 통신업,60.0,2017.0,중소기업,913477.0,서울특별시 관악구,DevOps / 시스템 관리자,"서버개발경력3,기반프로그래밍지식,데이터베이스,모델,모델설계,데이터베이스개발경험,Kotlin,Java,SpringBoot,RDB,NoSql,ORM,AWS,Cloud",3,"기획,적극적,성능,최적화,오픈소스,스타트업,컨테이너,인프라,구축,AWS,kubernetes",https://www.wanted.co.kr/wd/200463,www.mathflat.com/,
1214,플레져,응용 소프트웨어 개발 및 공급업,,2021.0,소기업,9707.0,서울특별시 서초구,DevOps / 시스템 관리자,"공학계열전공자,통계학,워크활용,개발경력3년,데이터,모델,모델링,모델링설계,클라우드,클라우드기반,서비스운영경험,형상관리,관리,협업도구사용경험,Backend,Java,SpringBoot,JPA,RestfulAPI,SQL,AWS,Git,Jira",3,"아키텍처,대용량,트래픽,처리,메시지,머신러닝,딥러닝,프로세스,프로그램,이미지,텍스트,알고리즘,트렌드,지식,개선점,선점,목표,MSA,kafka,Back,end,AI,Ownership",https://www.wanted.co.kr/wd/199655,pleisure.co,
1215,스쿨버스,응용 소프트웨어 개발 및 공급업,42.0,2018.0,중소기업,121399.0,서울특별시 강서구,DevOps / 시스템 관리자,,0,"팀단위,사이클,모빌,모빌빌리티,빌리티,자료구조,알고리즘,머신러닝,호기심,O,O,TDD,AI",https://www.wanted.co.kr/wd/203740,safeschool.net,
1216,그루매틱,데이터베이스 및 온라인정보 제공업,,2021.0,,14660.0,경기도 성남시 분당구,DevOps / 시스템 관리자,"입증,백엔드,교육,커뮤니케이션스킬,팀워크,성과,성과기반업무,애플리케이션,애플리케이션프레임,전체웹애플리케이션개발,클라우드,퍼블릭,소프트웨어,소프트웨어개발경험,컴퓨터학과,관련분야,학사학위,학위,Python,Python,AWS,Azure,GCP",3,"영어,커뮤니케이션,자격증,스타트업,Amazon AWS,Microsoft Azure,GCP",https://www.wanted.co.kr/wd/198604,https://www.grumatic.com,
1217,한화비전,방송장비 제조업,895.0,2018.0,대기업,80408000.0,경기도 성남시 분당구,DevOps / 시스템 관리자,"이해능력,플랫폼,플랫폼기반,개발이력,대규모,관계형,비관계형,영상,시큐리티,시큐리티분야,영상스트리밍,스트리밍,프로토콜,의견,수렴,전달,JavaScript,TypeScript,Node,js,NestJS,HTTP,RESTful,API,Database,RTSP,WebSocket,Onvif",5,"대형,Agile scrum,Agile",https://www.wanted.co.kr/wd/206184,www.hanwha-security.com,
1218,구름,응용 소프트웨어 개발 및 공급업,30.0,2013.0,중소기업,172982.0,경기도 성남시 분당구,DevOps / 시스템 관리자,"졸업예정자가능,병역,의무,군면제,면제,React,NodeJS",0,"프레임워크,툴,라이브러리,지식,클라우드,JavaScript,DevOps,Front,end",https://www.wanted.co.kr/wd/98632,goorm.co,
1219,스카이랩스,전기식 진단 및 요법 기기 제조업,46.0,2015.0,중소기업,48062.0,경기도 성남시 분당구,DevOps / 시스템 관리자,"컨테이너기반인프라,인프라,스트레이션구축,레이션,논리적,문제점,문제점해결,사고,백엔드개발경험,JAVA,Springboot,JPA,Git",3,"고가용성,확장성,아키텍처,트래픽,처리,알고리즘,성능,최적화,분산,Front,end Framework,React,vuejs",https://www.wanted.co.kr/wd/196644,i-skylabs.com,
1220,크라우드웍스,데이터베이스 및 온라인정보 제공업,140.0,2017.0,중소기업,1068913.0,서울특별시 강남구,DevOps / 시스템 관리자,"클라우드,클라우드인프라,인프라,2년이상직접,쿠버,티스,티스기반,서비스운영경험,설명,장단점,운영방침,방침,명령,자유자재,자재,세팅,managedservice,linux,jenkins,devops",2,"인프라,보안,27001,인증심사,심사,대응,ML,Ops,Onpremis IDC,ISO,ISMS,P",https://www.wanted.co.kr/wd/196357,www.crowdworks.kr,
1221,스마일샤크,컴퓨터시스템 통합 자문 및 구축 서비스업,,2019.0,,1793326.0,서울특별시 강남구,DevOps / 시스템 관리자,"언어사용가능,클라우드,클라우드서비스,시스템운영,고객지원,OS,Linux,Windows,BashShell,Python,AWS",0,"클라우드,자격증,인프라,지식,해결,도전,의사소통,AWS,Developer,SysOps Adminstrator Associate,DevOps Professional,IT",https://www.wanted.co.kr/wd/201745,www.smileshark.kr,
1222,인스피언,시스템 소프트웨어 개발 및 공급업,85.0,2009.0,중소기업,1322695.0,서울특별시 금천구,DevOps / 시스템 관리자,"소프트웨어,소프트웨어개발,국비,국비지원소프트웨어개발,과정수강자",0,AWS,https://www.wanted.co.kr/wd/195179,www.inspien.co.kr,
1223,바티에이아이,시스템 소프트웨어 개발 및 공급업,,2023.0,,,서울특별시 강남구,DevOps / 시스템 관리자,"개발경험자,Java,Springframework,RESTfulAPI",5,"신기술,욕구,기록,효율,자동화,구성원,협업,서로,긍정적,마인드,스타트업,지식,데이터베이스,모델,모델링,실시간,트래픽,대용량,데이터,처리,클라우드,인프라,자연어,자연어처리,텍스트,텍스트마이닝,마이닝,인공지능,플랫폼,프레임워크,B,B SaaS,RPA,MSA,MicroService Architecture,Event,Domain Driven Architecture,AWS,Nginx,Apache,Varnish,Redis,RabbitMQ,Kafka,Next,js",https://www.wanted.co.kr/wd/195416,bati.ai/,
1224,구름,응용 소프트웨어 개발 및 공급업,30.0,2013.0,중소기업,172982.0,경기도 성남시 분당구,DevOps / 시스템 관리자,"디자인,고성능,트래픽,트래픽개발경험,데이터,데이터처리프레임,워크기반개발경험,NodeJS,MongoDB,Socket,IO,HTTP,Restful,API",3,"유관,오픈소스,프레임워크,클라우드,협업,성능,최적화,튜닝,Redis,kafka,ElasticSearch,AWS,GCP,Azure,etc,Git,Jenkins,Docker,Engineer,TypeScript,DB",https://www.wanted.co.kr/wd/178213,goorm.co,
1225,아일로,응용 소프트웨어 개발 및 공급업,7.0,2022.0,중소기업,900.0,서울특별시 마포구,DevOps / 시스템 관리자,"개발경력3년,증명,코드리뷰,리뷰,단위테스트,프로세스경험,성능,확장성,아키텍처,프레임워크,개념,라이브러리,데이터베이스,데이터베이스이론전반,이론,클라우드,클라우드인프라관련기초,인프라,Node,js,CI,CD,Node,js,express,koa,fastify,nest,js,mongoDB,x,mongooseorm,RESTfulAPI,Unit,Integration,E,ETesting,VPC",3,"전공자,이중,이중전공,복수,복수전공,스타트업,웹,앱,성능,최적화,해결,열정적,CI,CD",https://www.wanted.co.kr/wd/189667,www.hapl.co.kr/,
1226,로보코리아,응용 소프트웨어 개발 및 공급업,3.0,2016.0,중소기업,60882.0,서울특별시 강남구,DevOps / 시스템 관리자,"책임감,연구,연구자체,실제프로덕트,러닝모델학습,모델,평가,평가경험,프레임워크,AI,AI,Python,PyTorch,TensorFlow",1,"글로벌,과의,협업,영어,커뮤니케이션,능력,프레임워크,딥러닝,모델,프로덕트,완성도,체계적,학습,파이프라인,기획,라이브,코딩,계발,애착,줄,아시,효율성,프로세스,성장,매사,주도적,책임감,Research Team,PyTorch,TensorFlow,LOVO",https://www.wanted.co.kr/wd/179985,www.lovo.ai,
1227,솔로몬텍,시스템 소프트웨어 개발 및 공급업,510.0,2012.0,중소기업,5483127.0,서울특별시 영등포구,DevOps / 시스템 관리자,"소프트웨어,소프트웨어개발경험1,커스텀,커스텀로직,개발능력보유자,Java,C,integration,UI,HTML,CSS,JavaScript,JQuery,AJAX,Lowcode",1,"자격증,웹,웹서비스,클라우드,계열,전공자,Low,code,Mendix Rapid,REST,Micro service,IT",https://www.wanted.co.kr/wd/178327,www.solomontech.net,
