,기업명,업종분류,사원수,설립연도,기업형태,매출액,주소,직무,자격요건,직급,이용하는기술스택/우대사항,해당 페이지 URL,기업 홈페이지 URL
1145,투블럭에이아이,그 외 기타 정보 서비스업,10.0,2019.0,중소기업,12129.0,서울특별시 서초구,파이썬 개발자,3년이상경력,3,"역량,플랫폼,웹,팀원,의사소통,모델,Python,DB,SQL,linux,RestFul API,Ai",https://www.wanted.co.kr/wd/163255,twoblockai.com
1146,씨드로닉스,"레이더, 항행용 무선기기 및 측량기구 제조업",,2015.0,중소기업,70648.0,울산광역시 남구,파이썬 개발자,"설계능력,선호보유스택,Django,Python,DjangoRESTframework,Docker,Git,CI,CD,PostgreSQL,DB,Gunicorn,nginx,celery,AWS",2,"빅데이터,데이터,처리,플랫폼,Python,ROS",https://www.wanted.co.kr/wd/40215,www.seadronix.com
1147,백금티앤에이,기타 무선 통신장비 제조업,60.0,1996.0,중소기업,6330887.0,경기도 군포시,파이썬 개발자,"개발관련경력자,C,C,PythonProgamming,Firmware,Android,iPhoneApp",2,"공학과,박사,학위,자격증,차량,블랙박스,경력자,AWS Certification,DashCam,Computer vision,Embedded Linux,OpenCV,ADAS,DMS,DSP,FW",https://www.wanted.co.kr/wd/98805,www.bgtna.com
1148,스매치코퍼레이션,시스템 소프트웨어 개발 및 공급업,7.0,2020.0,중소기업,277768.0,서울특별시 서초구,파이썬 개발자,"백엔드개발,스프린트,칸반,프로세스경험,소프트웨어,소프트웨어개발경험,기술적,동료,의견,AWS,Kotlin,SpringBoot,Postgresql,JPA,Hibernate,QueryDSL,Flyway,Gradle,Kotest,Docker,AWSCDK,GithubActions,Git,Slack,Jira,GraphQL,Java,Kotlin,Spring,Nest,js,ORM",3,"플랫폼,도메인,백로그,로그,주도적,문제,해결,엣지케이스,케이스,Backend Production,SaaS,Python,FastAPI,SQLAlchemy,Pytest,RDBMS,Microservice",https://www.wanted.co.kr/wd/204021,smatchcorporation.kr
1149,에이블제이,상품 종합 중개업,2.0,2021.0,중소기업,115730.0,경기도 성남시 분당구,파이썬 개발자,"초기창업멤버,자연어,알고리즘,자연어처리,알고리즘개발,프로젝트,프로젝트경험1년,기업가,기업가정신,린스,불굴,도전,도전정신,철저,책임,책임의식,AI,Value,Exit",0,"수학,통계,공학계열,계열,시스템공학전공,알고리즘,모델링,공개적,프로젝트,논문,능력,검증,HR,AI",https://www.wanted.co.kr/wd/185387,www.interviewbox.co.kr
1150,필드서비스,택배업,2.0,2020.0,중소기업,71150.0,서울특별시 성동구,파이썬 개발자,"프레임워크,개발2년,백엔드,웹개발경험,상용서비스개발,클라우드,이슈,이슈관리협업툴,관리,Spring,SpringBoot,RESTfulAPI,AWS,RDB,Git,Jira",2,"유지보수,리팩터링,팩터링,코드리뷰,품질향상,향상,적극적,키택,프레임워크,라이브러리,성장,RESTful API,AWS,Service",https://www.wanted.co.kr/wd/205339,www.pildservice.com/
1151,세이프에이아이,응용 소프트웨어 개발 및 공급업,,2023.0,,,서울특별시 강남구,파이썬 개발자,"공부,최신트렌드,트렌드,최신논문,논문,직면,집념,영상,음원분석알고리즘,분석,알고리즘,기초지식,러닝모델,모델,Objectdetection,Anomalydetection,Peoplecounting,MachineLearning,Pytorch,Tensorflow",3,"인공지능,학위,모델,최적화,경량,하드웨어,배포,학습,파이프라인,라인,구축,정부,학회,도전,의욕,클라우드,웹,웹서비스,Inference system,ML,R,D,AWS,GCP,Azure,Server side",https://www.wanted.co.kr/wd/202163,www.safeai.kr
1152,지엔에이컴퍼니,응용 소프트웨어 개발 및 공급업,23.0,2020.0,중소기업,211525.0,충청남도 아산시,파이썬 개발자,"실무개발경력자,프로토콜,헤더,캐시,웹소켓,동작과정,PythonRestAPI,Cloud,AWS,Azure,RDB,MySQL,MongoDB,Web,http",0,"프로세스,자료구조,네트워크,운영체제,알고리즘,라이브러리,유경험자,클린,클린코드,리팩토링,API,Python Pandas,Falcon,FastAPI,Swagger,OpenAPI,RESTful",https://www.wanted.co.kr/wd/193602,www.playio.kr
1153,피클플러스,포털 및 기타 인터넷 정보매개 서비스업,,2020.0,,147970.0,서울특별시 중구,파이썬 개발자,"설계경험,통신,버전,버전관리시스템,관리,Django,MySQL,PostgreSQL,RDBMS,HTTP,RESTfulAPI,Git",2,"배포,빌드,자동화,구축,모니터링,탐지,해결,글로벌,플랫폼,국제화,AWS,ECS,EKS,Redis,MongoDB",https://www.wanted.co.kr/wd/172732,www.pickle.plus
1154,엘리스,기타 목재가구 제조업,30.0,2005.0,중소기업,1942842.0,경상남도 김해시,파이썬 개발자,"백엔드경력3,년이상5년,전공학사학위이상,학위,명령어,명령어사용경험,버전,버전관리시스템경험,관리,Python,PostgreSQL,RDBMS,Linux,Unix,Git",3,"마이크로,마이크로서비스,아키텍처,빌드,배포,자동화,대규모,실시간,트래픽,처리,기획,구성원,사안,원활히,히,소통,업무도구,Linux,Jenkins,Python,Java,Kotlin,PostgreSQL,Redis,AMQP,Kafka,Git,Gitlab,MS Teams,Jira,Docker,CI,CD,Gitlab CI",https://www.wanted.co.kr/wd/57878,www.elis.co.kr
1155,디핑컴퍼니,화장품 제조업,,2021.0,,0.0,서울특별시 성동구,파이썬 개발자,"애플리케이션,애플리케이션개발,프로젝트,프로젝트관리,관리,명령어,명령어사용경험,RESTfulAPI,Python,Python,Django,Mysql,MariaDB,RDBMS,Github,Linux,Unix",2,"빌드,배포,자동화,역량,적극적,열정적,공부,Linux,Jenkins,ORM",https://www.wanted.co.kr/wd/191188,www.deeping.kr/
1156,하이스트레인저,데이터베이스 및 온라인정보 제공업,,2022.0,,37959.0,서울특별시 종로구,파이썬 개발자,"개선,개선과정,네트워크,자료,자료구조,디자인,디자인패턴,패턴,알고리즘,데이터베이스,기초지식,공유,아이디어,서비스개선,프론트,프론트엔드,동료,하이스트레인저기술,스트레인,전환,전환계획제출서류,계획,포트폴리오,기여,문제해결과정,수행위주,위주,기타역량,Experience,Knowledge,OS,Attitude,JAVA,javascript,Node,js,ejs,MySQL,MongoDB,Nginx,AzureApplicationNativeLanguage,swift,Kotlin,Flutter",4,"전공자,영화,드라마,콘텐츠,클라우드,실시간,대용량,데이터,소규모,프로젝트,리딩,소프트웨어,생명,생명주기,애자일,자일,스프린트,프로세스,B,B,SDLC,MVP",https://www.wanted.co.kr/wd/202649,www.hi-str.com
1157,에코마케팅,광고 대행업,287.0,2003.0,중소기업,5218559.0,서울특별시 강남구,파이썬 개발자,"성향,마케팅,물류,재무,디자인,신규,리서치,신규기술,서치,소속,소속부서,타부서와의,프로젝트,프로젝트경험,관리,관리경험,쿠버,티스,컨테이너이해,리소스,코드작성,Python,PySpark,Java,Jsp,SpringBoot,Airflow,task,Mysql,MyBatis,JPA,NoSQL,mongodb,dynamodb,RestfulAPI,Ecs,AWS,EC,S,RDS,Test",1,"이벤트,대용량,처리,문서,필요성,클라우드,협업,협업해본,도전,데이터,엔지니어링,있으,부분,Kinesis,Kafka,Swagger,api doc,Test,Python,Pyspark,AWS,NCP,GCP,git,jira,confluence,ChatGpt,AI",https://www.wanted.co.kr/wd/206587,echomarketing.co.kr
1158,아하앤컴퍼니,경영 컨설팅업,,2014.0,,19980.0,서울특별시 강남구,파이썬 개발자,"경력무관,모델,동향,동향파악,신규,모델성능,신규기술도입,성능,Python,PyTorch,TensorFlow,AI,api,AI",1,"클라우드,모델,학사,석사,학위,프로젝트,자격증,마인드,근본적,구성원,협업,aws,gcp,azure,AI,huggingface platform,open source,or,AI,AI",https://www.wanted.co.kr/wd/172348,www.a-ha.io
1159,블리몽키즈,응용 소프트웨어 개발 및 공급업,,2019.0,,322380.0,서울특별시 서초구,파이썬 개발자,"전문,전문지식,경력2년이상,데이터베이스,데이터베이스사용경험,머스,머스관련업종근무,Python,Django,PostgreSQL,MySQL,Redis,ELK",3,"클라우드,컨테이너,GraphQL,AWS,Azure,jupyter,superset,Docker,Kubernetes",https://www.wanted.co.kr/wd/184372,maccaron.in
1160,가우스랩스,전기ㆍ전자공학 연구개발업,,2020.0,,145925.0,충청남도 천안시 서북구,파이썬 개발자,"Bachelor,sdegreeincomputerscience,engineering,orarelateddiscipline,GoodprogrammingskillswithPython,Java,C,orotherhigh,levellanguagesupportingobject,orientedprogramming",0,"Experiences with Pub,Sub,and,or Kafka,Experience with database schema design,Experiences with FastAPI,Experiences with Container,K,s,and,or cloud platform,Knowledge of MLOps pipeline and image processing,computer vision algorithms,Fluency in verbal and written English",https://www.wanted.co.kr/wd/205277,gausslabs.co.kr
1161,에이치투오호스피탈리티,컴퓨터 프로그래밍 서비스업,,2015.0,,,서울특별시 강남구,파이썬 개발자,"웹프레임,프로젝트,프로젝트경험필수,Mainskill,PHP,AWS,Linux,javascript,Subskill,JAVA,Python,Front,end",1,"전산,웹,플리케이션,교육기관,이수,머스,프로젝트,레저,전공자,영어,문서,독해,채용절차,포트폴리오,합격자,PHP,e,MB",https://www.wanted.co.kr/wd/206009,kr.h2ohospitality.io
1162,세컨신드롬,응용 소프트웨어 개발 및 공급업,35.0,2016.0,중소기업,755185.0,서울특별시 강남구,파이썬 개발자,"웹백,환경개발경험,퍼블릭,클라우드,네트워크,자료,자료구조,데이터베이스,SpringBoot,Kotlin,AWS,GCP,Azure,CS",5,"오픈소스,프로젝트,성장,웹,웹프레임워크,Python,Go,Ruby,Node,js",https://www.wanted.co.kr/wd/62599,www.dalock.kr
1163,에버엑스,운동 및 경기용품 도매업,,2019.0,,10554.0,서울특별시 서초구,파이썬 개발자,"컴퓨터비전모델,비전,모델,평가,이미지처리,해외출장,출장,결격사유",2,"컴퓨터비전,주제,석사,석사학위,학위,학회,프로젝트,효율적,기본기,역량,자료구조,알고리즘,지식,CVPR,ICCV,ECCV,ML,NeurIPS,ICLR,ICML,AAAI,IJCAI,Human Pose Estimation",https://www.wanted.co.kr/wd/197270,www.everex.co.kr
1164,크라우드웍스,데이터베이스 및 온라인정보 제공업,140.0,2017.0,중소기업,1068913.0,서울특별시 강남구,파이썬 개발자,"백엔드개발5,웹서비스개발,협업도구,체계,체계적인문서작성,동료,개발언어,스키마,특성,도메인,도메인개념,개념,Springboot,Java,Java,RDB,JPA,Hibernate",5,"비즈니스,로직,해결,문제,자동화,실천,서비스장애,재발,재발방지대책,방지,대책,수립,유경험자,코드리뷰,페어,페어코딩,코딩,성능,측정,모니터링,측정치,논리적,트랜젝션,Message broker,NoSQL,GCP,NCP,Cloud,TDD",https://www.wanted.co.kr/wd/196352,www.crowdworks.kr
1165,메라키플레이스,응용 소프트웨어 개발 및 공급업,,2021.0,,18970.0,서울특별시 서초구,파이썬 개발자,"백엔드개발경험,이해도,웹프레임워크,생각,의사결정,Django,Flask",1,"백엔드,엔드,서버,대용량,트래픽,응답,속도,클라우드,플랫폼,프론트,기획자,디자이너,소통,API,AWS,GCP",https://www.wanted.co.kr/wd/92592,my-doctor.io
1166,브레이브컴퍼니,건강기능식품 제조업,3.0,2020.0,중소기업,357782.0,서울특별시 강남구,파이썬 개발자,"프로세스개발,테스트코드작성,효율,논리적,효율적인,논리적인사고와,BackendDeveloper,Nest,js,Typescript,Django,Python,AWS,GraphQL,Agile,DevOps",3,"대규모,머스,도메인,기술적,성장,적극적,비즈니스,MSA,Kubernetes",https://www.wanted.co.kr/wd/193465,bravecompany.kr
1167,위시켓,응용 소프트웨어 개발 및 공급업,6.0,2012.0,중소기업,995818.0,서울특별시 강남구,파이썬 개발자,"웹서비스개발경험,논리적,노력,동시,기여,목표,위시,위시켓,회사생활,생활,협업과정,생각,Django,Python,ORM",0,"리팩토링,적극적,화의,필요성,오픈소스,프로젝트,커뮤니티,UI,UX",https://www.wanted.co.kr/wd/202585,www.wishket.com
1168,놀이의발견,전자상거래 소매 중개업,,2020.0,,109991.0,서울특별시 마포구,파이썬 개발자,"깃,깃허브,프로젝트,프로젝트제출,Git,Python,Django,DRF,FastAPI,SQLAlchemy,RESTfulFramework,RESTfulAPI,RDBMS,MySQL",3,"커뮤니케이션,능력,프로세스,개발방법론,방법론,구축,대용량,트래픽,자동화,클라우드,클라우드환경,총판,대행사,Test Driven Development,TDD,CI,CD,NoSQL,AWS,Serverless,API",https://www.wanted.co.kr/wd/181923,www.https://nolbal.com/
1169,에임,응용 소프트웨어 개발 및 공급업,,2016.0,,251408.0,서울특별시 강남구,파이썬 개발자,"컴퓨터과학,전산,ProgrammingLanguage,Python,C,Javascript",0,"컴퓨터공학,전산,수학,석사,박사,학위,모바일,제작,Android,iOS,App,RDB,MySQL,NoSQL DB,MongoDB,Redis",https://www.wanted.co.kr/wd/22341,www.getaim.co
1170,놀이의발견,전자상거래 소매 중개업,,2020.0,,109991.0,서울특별시 마포구,파이썬 개발자,"개발역량,경력3년이상,서비스개발,배포경험,개발도구,코드관리,관리,적인성장,프로젝트,프로젝트제출,ECMAScript,HTML,CSS,JavaScript,React,Webpack,Babel,Git,github",3,"프로세스,가이드,컨벤션,기술스택,Web,TypeScript,React,NextJS,Redux,Redux Saga,styled,components",https://www.wanted.co.kr/wd/172412,www.https://nolbal.com/
1171,놀이의발견,전자상거래 소매 중개업,,2020.0,,109991.0,서울특별시 마포구,파이썬 개발자,"개발역량,경력3년이상,서비스개발,배포경험,개발도구,코드관리,관리,적인성장,프로젝트,프로젝트제출,ECMAScript,HTML,CSS,JavaScript,React,Webpack,Babel,Git,github",3,"프로세스,가이드,컨벤션,기술스택,Web,TypeScript,React,NextJS,Redux,Redux Saga,styled,components",https://www.wanted.co.kr/wd/172412,www.https://nolbal.com/
1172,피매치,자연과학 및 공학 융합 연구개발업,,2021.0,,5286.0,서울특별시 성북구,머신러닝 엔지니어,"서비스개발,데이터,딥러닝프레임워크,AI,Python,Tensorflow,Pytorch",2,"헬스,헬스케어,자연어,모델,영문,논문,분석,LLM,Linux,Docker",https://www.wanted.co.kr/wd/186806,www.pmatch.co.kr
1173,로완,응용 소프트웨어 개발 및 공급업,,2017.0,중소기업,20718.0,서울특별시 중구,머신러닝 엔지니어,"논문,논문리딩,리딩,리뷰,실험,연구,문서화,연구결과,전달,전달능력,모델,모델개발,모델구현능력,기술적,기술적문제,영문,영문논문작성경험,프로젝트,전체사이클관리경험,사이클,관리,협업역량,SW,AI",5,"시차,시차출퇴근,시행,패밀리,패밀리데이,데이,조기퇴근,도서구입비,구입비,체력,체력훈련비,훈련비",https://www.wanted.co.kr/wd/205366,https://www.rowan.kr/
1174,딥바이오,응용 소프트웨어 개발 및 공급업,47.0,2015.0,중소기업,4137.0,서울특별시 구로구,머신러닝 엔지니어,"논문,개발능력,컴퓨터관련학위,학위,관련경험자,신입무관,Python,PyTorch,TensorFlowframework",0,"알고리즘,딥러닝,학습,논문,능력,머신러닝,석사,학위,수상,상위입상자,입상자,ML,Kaggle,AI,Challenge",https://www.wanted.co.kr/wd/192294,www.deepbio.co.kr
1175,스카이랩스,전기식 진단 및 요법 기기 제조업,46.0,2015.0,중소기업,48062.0,경기도 성남시 분당구,머신러닝 엔지니어,"머신,개념적,모델링,모델링경험,논문,논문기반분석,분석,모델링능력,프로그램,프로그램개발능력,딥러닝프레임워크,개발경험자,데이터,통계학,분석경험,병역,병역특례전문연구,특례,전문,연구,Python,Tensorflow,PyTorch",1,"디지털,신호,신호처리,처리,알고리즘,통계,통계학과,응용수학과,수학과,산업공학,전자공학,컴퓨터공학,전공자,딥러닝,논문,실험,분석,역량,보건,헬스,헬스케어,기초,지식,프로젝트",https://www.wanted.co.kr/wd/157560,i-skylabs.com
1176,유에이치씨,그 외 기타 숙박업,,2017.0,,1554952.0,서울특별시 중구,머신러닝 엔지니어,"최신모델,모델,이해도,연동유경험자,시계열,시계열모델,러닝모델개발경험,AI,Transformer,API,TorchServe,FastAPI,RestAPI,gRPC,Regression,Classification",3,"석사,학력,학력무관",https://www.wanted.co.kr/wd/204186,uhsuite.imweb.me/
1177,브로즈,시스템 소프트웨어 개발 및 공급업,8.0,2022.0,중소기업,0.0,경기도 성남시 수정구,머신러닝 엔지니어,"자연계,자연계석사졸이상,석사,관련지식보유자,포트폴리오,주소,메일,ComputerVision,Graphics,git",0,"학회,저널,논문,자기주도적,주도적,스타트업,친구,CVPR,ICCV,ECCV,NIPS,AAAI,SIGGRAPH",https://www.wanted.co.kr/wd/203708,favapp.co.kr
